expected_run_id,job_id,job_name,model_id,panel_identity,terminal_state,run_class,registry_experiment_id,mapping_status,match_score
sharanga_job_249193,249193,physmon_s11_varprobe_fix,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_expansion_behavioural_qwen,partially_matched,0.333
sharanga_job_249194,249194,physmon_s11_exp_act,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_expansion_behavioural_qwen,partially_matched,0.333
sharanga_job_249195,249195,physmon_s11_cuec_probe,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_variable_renaming_probe_original,matched,0.6
sharanga_job_249196,249196,physmon_s11_cuec_mhk,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_deepseek_h20_single_head,partially_matched,0.286
sharanga_job_249199,249199,physmon_s12_llm_h00_07,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,partially_matched,0.4
sharanga_job_249200,249200,physmon_s12_llm_h08_15,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,partially_matched,0.4
sharanga_job_249201,249201,physmon_s12_h15_gate,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage12_h15_output_probe,partially_matched,0.5
sharanga_job_249202,249202,physmon_s12_llm_h16_23,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,partially_matched,0.4
sharanga_job_249203,249203,physmon_s12_llm_h24_31,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,partially_matched,0.4
sharanga_job_249204,249204,physmon_s12_xcue_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_cross_cue_layer_sweep,matched,0.667
sharanga_job_249208,249208,physmon_s12_multisite,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_expansion_probe_inference,partially_matched,0.333
sharanga_job_249209,249209,physmon_s12_dl_qwen,qwen,data/manifests/physmon_canonical_155.jsonl,COMPLETED,infrastructure,stage12_deepseek_full_head_sweep_absent,infrastructure_not_registrable,0.667
sharanga_job_249211,249211,physmon_s12_h15_probe,unresolved,data/manifests/physmon_canonical_155.jsonl,OUT_OF_MEMORY,candidate_science_run,stage12_h15_output_probe,matched,0.8
sharanga_job_249216,249216,physmon_s12_ds_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,matched,0.667
sharanga_job_249217,249217,physmon_s12_ds_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,matched,0.667
sharanga_job_249218,249218,physmon_s12_ds_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,matched,0.667
sharanga_job_249219,249219,physmon_s12_ds_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,matched,0.667
sharanga_job_249220,249220,physmon_s12_ds_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,matched,0.667
sharanga_job_249221,249221,physmon_s12_ds_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,matched,0.667
sharanga_job_249222,249222,physmon_s12_ds_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,matched,0.667
sharanga_job_249223,249223,physmon_s12_ds_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,matched,0.667
sharanga_job_249224,249224,physmon_s12_exp_inf,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_expansion_probe_inference,partially_matched,0.4
sharanga_job_249225,249225,physmon_s12_exp_pv,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_expansion_probe_inference,matched,0.5
sharanga_job_249459,249459,physmon_s12_h15_gate_a1,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_h15_output_probe,partially_matched,0.5
sharanga_job_249460,249460,physmon_s12_donren_a1,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_donor_renamed_same_answer,matched,0.6
sharanga_job_249461,249461,physmon_s12_mist_a1,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage12_expansion_probe_inference,partially_matched,0.333
sharanga_job_249462,249462,physmon_s12_q3b_a1,unresolved,data/manifests/physmon_canonical_155.jsonl,CANCELLED by 1248300607,candidate_science_run,stage12_expansion_probe_inference,partially_matched,0.333
sharanga_job_249463,249463,physmon_s12_h14_a1,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_h14_output_probe,matched,0.667
sharanga_job_249464,249464,physmon_s12_h15_a1,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_h15_output_probe,matched,0.667
sharanga_job_249483,249483,physmon_s12_q3b_a1,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_expansion_probe_inference,partially_matched,0.333
sharanga_job_249485,249485,physmon_s12_q14b_beh,unresolved,data/manifests/physmon_canonical_155.jsonl,TIMEOUT,candidate_science_run,stage12_qwen3b_incomplete_behavioural,partially_matched,0.4
sharanga_job_249511,249511,physmon_s12_llm_h2mx,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage12_llama_full_head_sweep_partial_summary,partially_matched,0.4
